Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;I don't know Response Percentage";Idiosyncratic Response Percentage;Familiarity
Cypriot Greek;437;80;0,714063595;??????;88,05970149;10;6,25;62,59259259
Cypriot Greek;438;80;0,447499255;??????????;90,66666667;1,25;5;85
Cypriot Greek;439;80;0,63091746;?????????;89,74358974;0;2,5;75,96296296
Cypriot Greek;441;80;1,059780718;?????????;76,92307692;12,82051282;6,41025641;62,18518519
Cypriot Greek;442;80;0;??????;100;0;1,25;87,14814815
Cypriot Greek;446;80;0;????????;100;1,25;1,25;80,13580247
Cypriot Greek;447;80;0;??????;100;0;0;86,34567901
Cypriot Greek;448;80;1,301386877;????;71,05263158;2,5;2,5;79,60493827
Cypriot Greek;449;80;0;???????;100;0;0;87,24691358
Cypriot Greek;451;80;0;????????;100;1,25;2,5;77,80246914
Cypriot Greek;452;80;0;?????;98,75;0;0;90,07407407
Cypriot Greek;453;80;0;??????;100;0;1,25;89,58024691
Cypriot Greek;454;80;0,431804994;????;91,13924051;0;1,25;86,71604938
Cypriot Greek;455;80;0,695516555;???????;85,52631579;0;5;87,20987654
Cypriot Greek;456;80;0,508284032;????;91,13924051;0;1,25;86,91358025
Cypriot Greek;457;80;0,377308401;????????;94,20289855;5;8,75;70,54320988
Cypriot Greek;458;80;1,537817379;????????;48,10126582;0;1,25;88,07407407
Cypriot Greek;461;80;0,999884415;???????;50,63291139;0;1,25;76,45679012
Cypriot Greek;462;80;0,353724751;????;94,66666667;2,5;3,75;82,40740741
Cypriot Greek;463;80;1,130991159;?????????;78,66666667;0;6,25;85,79012346
Cypriot Greek;464;80;0,513072912;????????;91,02564103;1,25;1,25;86,5308642
Cypriot Greek;465;80;1,108711104;???????;75;1,25;3,75;77,18518519
Cypriot Greek;466;80;0,350103828;????????;94,73684211;0;5;77,20987654
Cypriot Greek;467;80;1,074017157;?????????;63,63636364;2,5;1,25;83
Cypriot Greek;472;80;0,418089375;?????????;93,33333333;0;6,25;88,38271605
Cypriot Greek;473;80;0,235193382;????;96,15384615;1,25;1,25;90,49382716
Cypriot Greek;476;80;0,170330576;?????;97,46835443;0;1,25;82,85185185
Cypriot Greek;477;80;0;????????;100;2,5;5;85,72839506
Cypriot Greek;478;80;1,098473409;????????;73,07692308;0;2,5;88,27160494
Cypriot Greek;479;80;0;????????;100;2,5;2,5;74,44444444
Cypriot Greek;480;80;0,170330576;????????????;97,46835443;0;1,25;88,45679012
Cypriot Greek;482;80;0;?????;100;0;3,75;82,85185185
Cypriot Greek;484;80;0;????????;100;2,5;3,75;73,72839506
Cypriot Greek;487;80;0;??????;100;0;0;83,61728395
Cypriot Greek;488;80;0;?????;100;0;0;92,16049383
Cypriot Greek;489;80;0;?????;98,75;0;0;90,72839506
Cypriot Greek;491;80;0;????;100;0;1,25;90,45679012
Cypriot Greek;493;80;1,766910636;?????;61,76470588;11,39240506;3,797468354;55,2962963
Cypriot Greek;494;80;0;????????;100;0;1,25;84,43209877
Cypriot Greek;496;80;0;??????;100;0;3,75;89,24691358
Cypriot Greek;497;80;0,239873825;???????;96,05263158;1,25;3,75;77,14814815
Cypriot Greek;499;80;1,268400029;?????;55,69620253;0;1,25;87,39506173
Cypriot Greek;500;80;0,721928095;?????;80;0;0;89,56790123
Cypriot Greek;501;80;0;??????;100;2,5;5;71,39506173
Cypriot Greek;502;80;0,300391417;??????;94,66666667;0;6,25;79,02469136
Cypriot Greek;503;80;0,172036949;??????;97,43589744;1,25;1,25;87,4691358
Cypriot Greek;505;80;0,235193382;??????;96,15384615;0;2,5;90,16049383
Cypriot Greek;506;80;1,330045366;????????;52,56410256;2,5;0;79,69135802
Cypriot Greek;507;80;0,774241158;????;77,21518987;0;1,25;84,48148148
Cypriot Greek;508;80;0,753899037;?????;87,17948718;0;2,5;86,40740741
Cypriot Greek;509;80;0;????????;100;0;3,75;88,66666667
Cypriot Greek;510;80;0;???????;100;0;2,5;89,91358025
Cypriot Greek;513;80;0;?????;100;0;2,5;91,24691358
Cypriot Greek;514;80;0,309543429;?????????;94,44444444;5;5;69,0617284
Cypriot Greek;516;80;0,439496987;????????????;90,90909091;0;3,75;86,39506173
Cypriot Greek;517;80;0;??????;100;0;2,5;83,50617284
Cypriot Greek;521;80;0,173781323;??????;97,4025974;0;3,75;76,83950617
Cypriot Greek;522;80;0,175565026;?????;97,36842105;1,25;3,75;90,74074074
Cypriot Greek;524;80;0;????????;100;3,75;6,25;69,98765432
Cypriot Greek;528;80;0,524031283;??????;91,02564103;0;2,5;79,97530864
Cypriot Greek;529;80;1,646130985;?????;48,48484848;14,28571429;3,896103896;53,32098765
Cypriot Greek;530;80;1,198874824;???????;63,51351351;2,5;5;80,35802469
Cypriot Greek;531;80;0;??????;100;0;1,25;84,45679012
Cypriot Greek;532;80;1,143198479;??????;50;0;0;76,82716049
Cypriot Greek;533;80;0,175565026;?????????;98,66666667;1,25;5;76,56790123
Cypriot Greek;535;80;0,168660931;???????;97,5;0;0;81,49382716
Cypriot Greek;536;80;0,409780208;?????;93,50649351;0;3,75;83,45679012
Cypriot Greek;537;80;0;?????????;100;2,5;0;83,18518519
Cypriot Greek;539;80;0,177389453;???????????;97,33333333;2,5;3,75;74,50617284
Cypriot Greek;540;80;0,239873825;?????;96,05263158;2,5;2,5;74,74074074
Cypriot Greek;541;80;0;????????;100;0;1,25;88,32098765
Cypriot Greek;544;80;0;???????;100;0;1,25;86,02469136
Cypriot Greek;545;80;0,985228136;?????;57,14285714;0;3,75;86,09876543
Cypriot Greek;546;80;0;?????;100;0;0;90,79012346
Cypriot Greek;547;80;0;?????????;100;1,25;2,5;73,96296296
Cypriot Greek;549;80;0,172036949;????;97,43589744;0;2,5;72,60493827
Cypriot Greek;551;80;0,181166402;????????;97,26027397;6,25;2,5;74,30864198
Cypriot Greek;552;80;0;????;100;0;0;92,08641975
Cypriot Greek;554;80;1,181588409;?????????;77,27272727;11,25;6,25;64,81481481
Cypriot Greek;555;80;1,53561824;??????;52,63157895;0;5;85,0617284
Cypriot Greek;557;80;0,585927498;?????;89,47368421;2,5;2,5;74,62962963
Cypriot Greek;558;80;0;?????????;100;1,25;2,5;84,09876543
Cypriot Greek;559;80;0,232927855;???????;96,20253165;1,25;0;89,74074074
Cypriot Greek;560;80;0,28907946;????????;94,93670886;0;1,25;93,20987654
Cypriot Greek;561;80;1,59785351;??????;63,51351351;2,5;5;68,74074074
Cypriot Greek;562;80;1,59239919;????????;64,86486486;2,5;5;85,9382716
Cypriot Greek;563;80;1,926738296;?????;45,83333333;6,329113924;3,797468354;65,7654321
Cypriot Greek;564;80;0;???????;100;0;0;91
Cypriot Greek;565;80;0,511639784;???????;88,60759494;0;1,25;84,18518519
Cypriot Greek;566;80;0,294615206;?????;94,80519481;0;3,75;79,07407407
Cypriot Greek;568;80;0,343100308;??????;94,87179487;0;2,5;77,7654321
Cypriot Greek;569;80;0;?????;100;1,25;2,5;85,77777778
Cypriot Greek;570;80;0;??????;100;2,5;2,5;72,17283951
Cypriot Greek;571;80;0,524805135;????????;88,15789474;3,75;1,25;77,18518519
Cypriot Greek;572;80;0,935940715;???????;64,78873239;6,25;5;69,33333333
Cypriot Greek;573;80;0,489779014;?????????;89,33333333;1,25;5;81,85185185
Cypriot Greek;575;80;0,177389453;??????;97,33333333;2,5;3,75;71,4691358
Cypriot Greek;576;80;0;?????;100;0;1,25;84,51851852
Cypriot Greek;577;80;0,489779014;?????????;89,33333333;1,25;5;74,96296296
Cypriot Greek;578;80;0,609840305;?????;85;0;0;88,51851852
Cypriot Greek;579;80;0;?????????;100;1,25;1,25;80,02469136
Cypriot Greek;581;80;1,760988584;????????;44,26229508;17,72151899;6,329113924;63,67901235
Cypriot Greek;582;80;0,979339926;??????????;58,44155844;0;3,75;76,9382716
Cypriot Greek;584;80;0;????????;100;3,75;0;71,97530864
Cypriot Greek;585;80;0,303374836;????????;94,59459459;2,5;5;81,01234568
Cypriot Greek;586;80;0;??????;100;1,25;2,5;85,85185185
Cypriot Greek;587;80;1,314157271;?????????;58,2278481;1,25;0;86,12345679
Cypriot Greek;588;80;0,350010593;????????;93,42105263;2,5;2,5;80,41975309
Cypriot Greek;590;80;0;??????;100;0;0;88,34567901
Cypriot Greek;591;80;0,926290885;???????;81,57894737;1,25;3,75;84,50617284
Cypriot Greek;592;80;0,232927855;???????;96,20253165;0;1,25;87,61728395
Cypriot Greek;593;80;0;????????;98,73417722;0;1,265822785;91,2345679
Cypriot Greek;594;80;1,60221878;?????;48,71794872;0;2,5;79,0617284
Cypriot Greek;595;80;0,954237765;?????;75,64102564;0;2,5;83,43209877
Cypriot Greek;597;80;0;????????;100;0;3,75;88,77777778
Cypriot Greek;599;80;0;???????;100;2,5;2,5;84,38271605
Cypriot Greek;601;80;0,18512476;?????;97,18309859;5;6,25;68,69135802
Cypriot Greek;603;80;0,942683189;???????????;64;1,25;5;79,72839506
Cypriot Greek;605;80;0,974024864;????;59,45945946;3,75;3,75;69,7037037
Cypriot Greek;606;80;0;????;100;0;1,25;88,41975309
Cypriot Greek;607;80;1,77431192;????????;48;0;6,25;82,32098765
Cypriot Greek;608;80;0;????????????;100;8,75;5;76,2962963
Cypriot Greek;609;80;0;????????;100;0;6,25;86,90123457
Cypriot Greek;610;80;0;????;100;0;3,75;89,83950617
Cypriot Greek;611;80;1,180236442;????;55,84415584;0;3,75;86,92592593
Cypriot Greek;612;80;0;????????;100;1,25;1,25;79,51851852
Cypriot Greek;614;80;0;?????????;100;0;3,75;76,75308642
Cypriot Greek;616;80;1,671069046;????????;68;21,51898734;16,4556962;54,95061728
Cypriot Greek;617;80;0,237508144;??????????;96,1038961;0;3,75;86,79012346
Cypriot Greek;619;80;0,41381685;???????;90,16393443;11,39240506;12,65822785;70,44444444
Cypriot Greek;621;80;0,576315347;?????;89,33333333;2,5;3,75;72,81481481
Cypriot Greek;623;80;1,552856038;??????;67,14285714;5;7,5;65,17283951
Cypriot Greek;624;80;0,387743181;????????;92,40506329;0;1,25;83,75308642
Cypriot Greek;625;80;0,30642473;???????;94,52054795;2,5;6,25;69,80246914
Cypriot Greek;626;80;0;?????;100;0;3,75;81,58024691
Cypriot Greek;627;80;0,172036949;?????????;97,43589744;1,25;1,25;80,61728395
Cypriot Greek;628;80;1,537125289;??????;62,33766234;1,25;2,5;80,91358025
Cypriot Greek;633;80;0,18512476;????;97,18309859;6,25;5;72,2962963
Cypriot Greek;634;80;2,192263752;?????????;33,78378378;2,53164557;5,063291139;64,34567901
Cypriot Greek;636;80;0,513072912;???????;92,20779221;1,25;2,5;82,20987654
Cypriot Greek;637;80;0;???????;100;2,5;2,5;76,12345679
Cypriot Greek;640;80;0;??????;100;0;0;82,87654321
Cypriot Greek;644;80;0,720210388;?????;86,11111111;1,25;8,75;83,55555556
Cypriot Greek;645;80;1,621209317;????;55,12820513;0;2,5;76,82716049
Cypriot Greek;649;80;0,511639784;??????????;88,60759494;0;1,25;82,65432099
Cypriot Greek;650;80;0,999978243;?????????;80,88235294;12,5;2,5;73,35802469
Cypriot Greek;651;80;1,022550292;?????;77,63157895;1,25;3,75;80,69135802
Cypriot Greek;652;80;1,340530324;??????;67,56756757;1,25;6,25;71,32098765
Cypriot Greek;653;80;0;???????;100;0;1,25;89,54320988
Cypriot Greek;654;80;0;??????;100;0;0;92,71604938
Cypriot Greek;656;80;0;????????;100;0;1,25;88,64197531
Cypriot Greek;657;80;0,173781323;????????;100;11,25;3,75;84,69135802
Cypriot Greek;659;80;1,340003987;?????????;50,64935065;0;3,75;86,17283951
Cypriot Greek;661;80;0,175565026;???????;97,36842105;0;5;86,33333333
Cypriot Greek;662;80;1,999174962;????????;38,96103896;1,25;2,5;73,0617284
Cypriot Greek;663;80;0,974212158;??????;78,66666667;3,75;2,5;75,39506173
Cypriot Greek;666;80;0;?????;100;0;1,25;92,19753086
Cypriot Greek;668;80;0,847843672;?????????;84,21052632;0;5;90,38271605
Cypriot Greek;669;80;0;???????;100;0;0;82,33333333
Cypriot Greek;671;80;0,945679092;????????;82,35294118;8,860759494;6,329113924;64
Cypriot Greek;672;80;0,409780208;???????;93,50649351;0;3,75;82,45679012
Cypriot Greek;673;80;0;???????;100;0;3,75;90,5308642
Cypriot Greek;675;80;0,455831458;??????????;90,4109589;1,25;7,5;73,81481481
Cypriot Greek;676;80;0;?????????;100;0;1,25;78,85185185
Cypriot Greek;677;80;0,173781323;??????;97,4025974;0;3,75;85,2345679
Cypriot Greek;678;80;1,480674672;??????;48,4375;12,65822785;7,594936709;57,77777778
Cypriot Greek;680;80;0,774199374;????;87,83783784;5;2,5;70,19753086
Cypriot Greek;681;80;0,522956092;????????;90,78947368;2,5;2,5;70,81481481
Cypriot Greek;682;80;0;??????????;100;1,25;2,5;76,34567901
Cypriot Greek;683;80;0,179256067;??????????;97,2972973;1,25;6,25;77,83950617
Cypriot Greek;687;80;0;?????????;100;0;1,25;86,75308642
Cypriot Greek;689;80;1,28960195;????????;60,75949367;0;1,25;82,14814815
Cypriot Greek;690;80;0;??????;100;0;1,25;85,92592593
Cypriot Greek;691;80;0,507935356;??????;87,5;0;10,12658228;84,19753086
Cypriot Greek;692;80;0;??????;100;0;0;90,17283951
Cypriot Greek;693;80;0;??????;100;0;0;92,13580247
Cypriot Greek;694;80;0,172036949;???????;97,43589744;0;2,5;91,43209877
Cypriot Greek;697;80;0,758679313;????????;88,15789474;1,25;3,75;88,39506173
Cypriot Greek;698;80;0;??????????;100;0;1,25;86,66666667
Cypriot Greek;699;80;0,764114055;??????????;84;2,5;3,75;76,92592593
Cypriot Greek;700;80;0,294615206;???????;94,80519481;0;3,75;87,09876543
Cypriot Greek;701;80;0,183122068;???????;94,59459459;1,282051282;6,41025641;77,45679012
Cypriot Greek;702;80;0;?????????????;100;0;2,5;80,41975309
Cypriot Greek;707;80;0;??????;100;0;3,75;90,45679012
Cypriot Greek;708;80;1,652067403;???????;56,96202532;1,25;0;75,83950617
Cypriot Greek;709;80;0,857278168;??????????;78,75;0;0;84,27160494
Cypriot Greek;710;80;0;??????? ;100;0;2,5;87,16049383
Cypriot Greek;711;80;1,096801587;??????;77,14285714;5;7,5;69,2345679
Cypriot Greek;715;80;0;?????????;100;0;2,5;84,91358025
Cypriot Greek;717;80;0,838691034;????????? ;83,58208955;10,12658228;6,329113924;70,27160494
Cypriot Greek;718;80;0;?????????;100;0;1,25;91,49382716
Cypriot Greek;720;80;0;?????????;100;0;0;84,90123457
Cypriot Greek;724;80;0,811956524;???????;85,33333333;2,5;3,75;72,87654321
Cypriot Greek;726;80;0,73206669;??????????;79,48717949;0;2,5;86,61728395
Cypriot Greek;727;80;0,343100308;???????;94,87179487;0;2,5;83
Cypriot Greek;729;80;1,168799723;??????;96,15384615;0;2,5;82,55555556
Cypriot Greek;730;80;0;???????;100;0;1,25;90,77777778
Cypriot Greek;732;80;0,435613373;?????;91,02564103;1,25;1,25;83,75308642
Cypriot Greek;733;80;0;??????;100;0;1,25;88,79012346
Cypriot Greek;734;80;0;?????????;100;0;1,25;88,20987654
Cypriot Greek;736;80;0;?????;98,5915493;10,12658228;1,265822785;66,43209877
Cypriot Greek;740;80;0,774241158;?????;77,21518987;0;1,25;80,08641975
Cypriot Greek;741;80;0,828444699;???????? ;80,26315789;0;5;84,71604938
Cypriot Greek;743;80;0,181166402;????????;97,26027397;6,25;2,5;67,91358025
Cypriot Greek;745;80;0,173781323;??????;97,4025974;0;3,75;76,11111111
Cypriot Greek;746;80;1,10507851;??????;73,23943662;7,5;3,75;71,22222222
Cypriot Greek;747;80;0;????????;100;0;2,5;88,98765432
Czech;1;83;0,167026804;my?;97,5308642;0;2,409638554;85,31325301
Czech;4;83;1,091464905;olt??;63,01369863;3,614457831;8,43373494;68,02409639
Czech;5;83;1,074782068;rameno;75;1,204819277;2,409638554;84,90361446
Czech;6;83;0,465069845;brada;90,12345679;0;2,409638554;90,54216867
Czech;7;83;0;v?la;100;0;3,614457831;69,68674699
Czech;8;83;0,394203354;noha;93,82716049;0;2,409638554;93,71084337
Czech;9;83;1,181373668;sprcha;60,24096386;0;0;92,19277108
Czech;11;83;0,895374922;hamburger;78,31325301;0;0;88,85542169
Czech;12;83;1,014939788;mo?sk? panna;82,27848101;0;4,819277108;67,5060241
Czech;14;83;0;?upan;100;0;0;87,20481928
Czech;15;83;0;lev;100;0;0;79,48192771
Czech;16;83;1,62264257;lovec;52,5;0;3,614457831;68,59036145
Czech;17;83;1,249868522;?ert;62,65060241;0;0;70,79518072
Czech;19;83;0,553694818;krocan;91,46341463;0;1,204819277;78,44578313
Czech;20;83;0,461216041;kostra;90,24390244;0;1,204819277;80,62650602
Czech;21;83;0,339712371;boxer;94,93670886;0;3,658536585;74,69879518
Czech;23;83;0,331305613;kolo;93,90243902;0;0;91
Czech;24;83;0;kost;100;0;0;85,63855422
Czech;26;83;0;cibule;100;1,204819277;1,204819277;89,21686747
Czech;28;83;0;mikroskop;100;0;1,204819277;80,19277108
Czech;29;83;0,784961835;kovboj;83,75;1,204819277;2,409638554;72,87951807
Czech;30;83;0,74090655;farma;83,75;0;3,614457831;79,30120482
Czech;32;83;0,167026804;koruna;97,5308642;1,204819277;1,204819277;78,40963855
Czech;35;83;0;ucho;100;0;0;93,8313253
Czech;38;83;0;pavouk;100;0;3,614457831;83,75903614
Czech;39;83;0;kapsa;100;0;6,024096386;88,57831325
Czech;42;83;0;hru?ka;100;0;0;91,95180723
Czech;43;83;0,991501787;h?eben;55,42168675;0;0;89,20481928
Czech;46;83;0;?roubov?k;100;0;0;85,53012048
Czech;47;83;0;pou??;100;0;2,409638554;73,27710843
Czech;48;83;0,390509918;hasi?;93,90243902;0;1,204819277;80,55421687
Czech;52;83;0;pila;100;0;1,204819277;84,8313253
Czech;53;83;0;ta?ka;100;0;0;90,39759036
Czech;55;83;0;st?n;100;0;1,204819277;90,03614458
Czech;56;83;0;loket;100;0;0;93,27710843
Czech;57;83;0,329974284;zn?mka;95,12195122;0;1,204819277;82,68674699
Czech;61;83;0,48217919;noviny;92;1,219512195;7,317073171;83,6746988
Czech;62;83;0,613377897;vosa;88,88888889;0;2,409638554;84,43373494
Czech;63;83;0,771972584;balkon;84,14634146;0;1,204819277;82,81927711
Czech;64;83;0,163860513;knofl?k;97,59036145;0;0;89,02409639
Czech;66;83;0,165427034;st?echa;97,56097561;0;1,204819277;87,97590361
Czech;67;83;1,360964047;gau?;50;0;3,614457831;91,40963855
Czech;68;83;0;sv??ka;100;0;0;90,04819277
Czech;69;83;0;ban?n;100;0;0;95,01204819
Czech;70;83;0,828665857;orchestr;85,13513514;0;10,84337349;81,18072289
Czech;71;83;0,723189323;poh?r;84,3373494;0;0;79,60240964
Czech;72;83;0,340373286;s?r;93,67088608;0;4,819277108;90,95180723
Czech;73;83;0,173781323;vlna;97,4025974;2,409638554;4,819277108;79,13253012
Czech;74;83;0;traktor;100;0;0;81,34939759
Czech;75;83;0;bal?nek;100;0;0;86,38554217
Czech;76;83;0,331305613;brokolice;93,90243902;0;1,204819277;85,97590361
Czech;77;83;0;velbloud;100;0;1,204819277;77,37349398
Czech;78;83;0;kl??;100;0;0;92,93975904
Czech;79;83;0;kl?vesnice;100;0;0;94,1686747
Czech;80;83;0,882758679;vrtuln?k;69,87951807;0;0;79,07228916
Czech;81;83;0,346563258;maso;94,80519481;1,204819277;6,024096386;80,65060241
Czech;82;83;0,881290899;park;70;0;3,614457831;88,77108434
Czech;83;83;0,163860513;srdce;97,59036145;0;0;91,46987952
Czech;84;83;0;maska;100;0;1,204819277;77,48192771
Czech;85;83;0,920701076;diamant;82,92682927;0;1,204819277;77,48192771
Czech;86;83;0,508284032;?eka;91,13924051;0;4,819277108;87,3373494
Czech;87;83;0;robot;100;0;1,204819277;78,18072289
Czech;88;83;0,950779919;berle;73,4939759;0;0;81,20481928
Czech;90;83;0,377646321;m?s?c;92,68292683;0;0;87,84337349
Czech;91;83;1,387587043;?sta;67,90123457;0;2,409638554;90,57831325
Czech;92;83;1,177079476;tule?;60,97560976;0;0;72,12048193
Czech;96;83;0,401825855;ml?ko;93,67088608;0;4,819277108;90,13253012
Czech;97;83;0,848517797;p?rko;84,3373494;0;0;82,24096386
Czech;98;83;0;tygr;100;0;0;81,77108434
Czech;99;83;0,328400714;obraz;93,97590361;0;0;87,46987952
Czech;100;83;0;nos;100;0;0;94,61445783
Czech;101;83;0,707232494;bic?;80,72289157;0;0;82,21686747
Czech;102;83;0;vlasy;100;0;2,409638554;95,1686747
Czech;104;83;0,226410948;v?tah;96,34146341;0;1,204819277;88,6626506
Czech;105;83;2,034241284;jelen;38,75;2,409638554;1,204819277;68,71084337
Czech;106;83;0,226410948;sklen?k;96,34146341;0;1,204819277;83,75903614
Czech;107;83;0,468166641;saxofon;92,30769231;1,204819277;4,819277108;73,77108434
Czech;108;83;0,588169947;kalend??;88,88888889;0;2,409638554;87,07228916
Czech;110;83;0;st?l;100;0;1,204819277;93,09638554
Czech;111;83;0;drak;100;0;1,204819277;71,8313253
Czech;112;83;0,329974284;pl?ce;95,12195122;0;1,204819277;80,97590361
Czech;113;83;0,235193382;jezero;96,15384615;0;6,024096386;87,26506024
Czech;114;83;0;ovoce;100;0;0;94,40963855
Czech;115;83;0,163860513;hroch;97,59036145;0;0;76,8313253
Czech;116;83;0,281193796;ohe?;95,12195122;0;1,204819277;90,07228916
Czech;117;83;1,050053454;k??;71,60493827;1,204819277;1,204819277;83,39759036
Czech;118;83;1,392075612;r?na;55,55555556;0;2,409638554;80,84337349
Czech;121;83;0,867629312;bludi?t?;71,08433735;0;0;79,53012048
Czech;122;83;0;?idle;100;0;0;94,40963855
Czech;124;83;0,659375881;roh;82,92682927;0;1,204819277;90,18072289
Czech;125;83;0;kiwi;100;0;0;89,78313253
Czech;126;83;0;pad?k;100;2,409638554;2,409638554;72,5060241
Czech;127;83;0,239873825;pytel;96,05263158;1,204819277;7,228915663;77,45783133
Czech;128;83;1,224103703;panenka;73,17073171;0;1,204819277;81,46987952
Czech;129;83;0;citron;100;0;0;91,86746988
Czech;131;83;1,251820953;zp?v?k;75,6097561;0;1,204819277;87,03614458
Czech;137;83;1,610144114;krysa;46,91358025;0;1,219512195;77,87951807
Czech;138;83;0;lednice;100;0;1,219512195;92,6626506
Czech;139;83;0,893957458;duch;80,24691358;0;1,219512195;69,62650602
Czech;140;83;0;kohoutek;100;0;1,204819277;88,48192771
Czech;141;83;0;slune?nice;100;0;0;88,74698795
Czech;142;83;0;sklenice;100;0;1,219512195;93,5060241
Czech;145;83;0,163860513;ko?;97,59036145;0;0;92,25301205
Czech;146;83;0,72275657;oliva;87,69230769;16,86746988;4,819277108;63,71084337
Czech;148;83;0,901170196;d?mka;68,29268293;0;1,204819277;75,91566265
Czech;149;83;0,874931588;kl??ov? d?rka;70,51282051;3,614457831;2,409638554;80,87951807
Czech;150;83;1,172479503;lou?e;55,42168675;0;0;88,61445783
Czech;152;83;0,975119065;?nek;59,25925926;0;1,219512195;85,03614458
Czech;153;83;0;cigareta;100;0;0;82,59036145
Czech;154;83;0;domino;100;1,204819277;1,204819277;81,90361446
Czech;155;83;1,820913471;n?boj;48,48484848;10,84337349;9,638554217;57,86746988
Czech;156;83;0,331305613;fl?tna;93,90243902;1,204819277;0;81,22891566
Czech;159;83;0,543564443;vousy;87,5;0;2,43902439;87,13253012
Czech;160;83;0,554331553;kole?ko;90,24390244;0;1,204819277;86,87951807
Czech;161;83;0,165427034;kravata;97,56097561;0;1,204819277;87,09638554
Czech;163;83;0,331305613;kokos;93,90243902;0;1,204819277;86,3373494
Czech;164;83;0,493619187;silnice;92,68292683;0;1,204819277;90,40963855
Czech;165;83;0,659375881;p?sek;82,92682927;0;1,204819277;89,89156627
Czech;167;83;0;tkani?ka;100;0;2,409638554;89,84337349
Czech;169;83;0;z?da;100;0;3,614457831;91,48192771
Czech;170;83;0;branka;100;0;0;87,5060241
Czech;172;83;0,228538144;papou?ek;96,2962963;0;1,219512195;82,56626506
Czech;173;83;0;l?k?rna;100;0;1,204819277;87,10843373
